state_theta,state_alpha,state_theta_dot,state_alpha_dot,action_Vm,episode,iteration
-0.184829736,0.049015289,0.019952679,0.049943737,1.770580707,1,1
-0.190840101,0.043897719,-0.98135912,-0.86897451,-2.003851584,1,2
-0.19483041,0.041593483,0.339379249,0.495162584,-2.99644539,1,3
-0.178575704,0.060020077,2.25974174,2.454483629,-0.505232823,1,4
-0.147871843,0.09370047,2.659209405,2.948589636,1.594174754,1,5
-0.119828551,0.12634093,1.841902607,2.29614276,-0.498148741,1,6
-0.093768828,0.159186937,2.330886281,2.969865962,0.776554361,1,7
-0.066074118,0.19639055,2.110225812,3.001312139,-1.068231414,1,8
-0.034354749,0.240898921,2.959222818,4.124510568,-2.034805008,1,9
0.010873382,0.30264735,4.252353223,5.745731477,0.193245048,1,10
0.064379533,0.377812885,4.305530802,6.295951176,-1.213246806,1,11
0.122251721,0.463948048,4.922225863,7.47644328,1.714004273,1,12
0.179386102,0.558133032,4.23149761,7.625738567,-0.761128631,1,13
0.23366077,0.659824858,4.422338318,8.640005651,0.105202049,1,14
0.287527131,0.772756786,4.177836533,9.436798737,-1.864951311,1,15
0.340954095,0.898252857,4.328287926,10.63201547,1.276088167,1,16
0.39004358,1.035598447,3.517701048,11.3658695,-0.797182076,1,17
-0.099000625,0.011257767,0.016740976,-0.04557702,-2.655025862,2,1
-0.088378746,0.021078307,1.681614685,1.616808095,-0.03956608,2,2
-0.06703624,0.041811903,1.739084315,1.71133914,-1.559000499,2,3
-0.038912165,0.069905278,2.763842122,2.792815156,-2.403048118,2,4
0.005327219,0.115057846,4.311741396,4.439714105,1.019776224,2,5
0.056115114,0.168696991,3.830141199,4.171920176,0.650453918,2,6
0.102762982,0.221328945,3.644283157,4.272774782,0.939607198,2,7
0.146485152,0.275134234,3.362433728,4.359877362,-1.125595225,2,8
0.193636789,0.337140639,4.16502404,5.559811031,-0.67476447,2,9
0.248762308,0.412811984,4.636509895,6.548256546,-2.64491384,2,10
0.314180843,0.50551628,5.770607379,8.251945254,0.592963258,2,11
0.383972098,0.611842076,5.388230657,8.777526678,1.904992033,2,12
0.446004278,0.723226325,4.545721442,9.075581014,-0.859371387,2,13
0.502677543,0.843047866,4.490852404,10.09384012,-0.04738357,2,14
0.556245067,0.974759713,4.059120597,10.98962838,2.732157761,2,15
0.040359033,-0.029261007,-0.02628272,-0.034492004,-0.211513621,3,1
0.040509889,-0.029479559,0.050221957,-0.000750007,-0.579236732,3,2
0.043033496,-0.027878803,0.353431159,0.256924216,-0.556867935,3,3
0.049268905,-0.02311835,0.645137172,0.506569728,1.937540015,3,4
0.049540862,-0.024687585,-0.599208045,-0.75463862,2.37929242,3,5
0.032593267,-0.043691569,-2.113131678,-2.290146203,0.109313643,3,6
0.005382165,-0.073526305,-2.248146969,-2.497959654,-0.844884006,3,7
-0.020172543,-0.102937613,-1.850765013,-2.225157758,2.429988621,3,8
-0.053380692,-0.141614816,-3.456905637,-3.96622866,-0.953722503,3,9
-0.094107386,-0.190154548,-3.073269029,-3.825791735,-0.409008291,3,10
-0.132435925,-0.239713905,-3.066648041,-4.12273265,2.437098878,3,11
-0.180326227,-0.302710726,-4.565372197,-5.942519009,-0.78229473,3,12
-0.235823205,-0.378572022,-4.319798299,-6.219094623,-0.487651523,3,13
-0.289220536,-0.459478999,-4.220288534,-6.741620834,1.404843949,3,14
-0.345881882,-0.551614704,-4.807137487,-7.985872627,2.639131313,3,15
-0.411081953,-0.661033694,-5.563083625,-9.490811327,0.175164288,3,16
-0.478776101,-0.784604549,-5.246445687,-10.28829803,1.56577913,3,17
-0.544011561,-0.920035841,-5.153467091,-11.37653485,2.383630865,3,18
-0.231723722,-0.016127151,-0.023286256,0.023048753,-2.367461297,4,1
-0.223030925,-0.007105051,1.413931339,1.421336328,-2.233483593,4,2
-0.196838203,0.019028577,2.781082846,2.769533555,-0.274754423,4,3
-0.16093792,0.054976291,2.971741332,2.999606564,-0.189606346,4,4
-0.122656073,0.094139708,3.161853392,3.284581386,-2.962234262,4,5
-0.071331408,0.14774716,5.038489936,5.294591276,2.399885493,4,6
-0.016366136,0.207675026,3.78522447,4.337988005,0.898426406,4,7
0.029122541,0.262180722,3.504471165,4.40738982,-1.769667168,4,8
0.080094484,0.326652263,4.626105253,5.899893273,1.997335996,4,9
0.132862275,0.398955888,3.838251575,5.706159522,-1.975533178,4,10
0.187278022,0.479957211,4.825540501,7.233176863,-0.207542181,4,11
0.24807653,0.575511921,4.88205359,8.059007352,1.985867293,4,12
0.304134549,0.677668354,4.097408605,8.317169958,0.422238141,4,13
0.353635864,0.786394393,3.80770747,9.088502483,1.305115794,4,14
0.397456648,0.904120911,3.196464796,9.766378957,-2.09326646,4,15
0.43840033,1.03400094,3.313788526,11.00585558,-2.021643381,4,16
-0.261577022,0.000660415,-0.03128486,-0.002321493,0.485603625,5,1
-0.263840648,-0.001213382,-0.330803255,-0.297609416,-0.484960619,5,2
-0.266098266,-0.003091191,-0.031671929,-0.00475633,-0.589361829,5,3
-0.264244991,-0.000955394,0.32805561,0.346578121,2.527658336,5,4
-0.269961515,-0.006331308,-1.24078439,-1.20490228,-2.547125271,5,5
-0.275630869,-0.011733907,0.32837429,0.33275469,1.187906574,5,6
-0.276276167,-0.012370551,-0.430086554,-0.432654232,2.803449526,5,7
-0.292632905,-0.028744299,-2.187067076,-2.189838706,1.907365616,5,8
-0.327538396,-0.063879207,-3.401480732,-3.443326336,-0.224283913,5,9
-0.369641701,-0.107158902,-3.345640635,-3.502790058,0.802451083,5,10
-0.415241176,-0.155719748,-3.953026184,-4.281709699,-2.243866748,5,11
-0.457580864,-0.203893837,-2.845162004,-3.461541246,-0.490147158,5,12
-0.492977439,-0.248928812,-2.825254567,-3.761454626,0.928334308,5,13
-0.533024505,-0.302820207,-3.572011837,-4.863766012,-2.59636807,5,14
-0.571096667,-0.360319628,-2.545959606,-4.374944478,-2.972436117,5,15
-0.596177879,-0.412073346,-1.491914099,-3.941463864,0.438079697,5,16
-0.618225102,-0.468043856,-2.021848648,-5.011905683,-2.169825094,5,17
-0.639790275,-0.531575713,-1.441071618,-5.178899787,-2.592206912,5,18
-0.653542447,-0.597296192,-0.772624824,-5.363455,2.026111316,5,19
-0.669194057,-0.674207935,-1.691727884,-6.919049958,-1.462102835,5,20
-0.688112365,-0.764645042,-1.331067974,-7.566217967,2.379008629,5,21
-0.70895057,-0.868340299,-1.956754991,-9.003258047,-2.2582467,5,22
-0.728708583,-0.984845346,-1.201414139,-9.661499756,-1.028554468,5,23
0.078999578,-0.015370686,0.040811013,-0.039331755,-0.99547567,6,1
0.083184278,-0.012368524,0.628408315,0.519621342,1.579915413,6,2
0.084751543,-0.012193366,-0.375317952,-0.488462077,-2.350577974,6,3
0.089035961,-0.009541576,1.058499584,0.909977731,2.664703689,6,4
0.091792504,-0.008596788,-0.613403426,-0.753278375,-0.320220742,6,5
0.085287283,-0.01694679,-0.430432655,-0.587802542,-2.795526288,6,6
0.090549152,-0.013934019,1.269586795,1.066536594,-2.480703224,6,7
0.115822023,0.008573229,2.777483045,2.542327745,1.429289614,6,8
0.144987508,0.034967675,1.899326619,1.698089885,2.188836944,6,9
0.160601415,0.048497824,0.606920526,0.478764041,-0.117918317,6,10
0.169175978,0.055894596,0.766724048,0.70799994,0.098935465,6,11
0.178989013,0.065475867,0.806023114,0.829816417,-2.858179073,6,12
0.200703811,0.087921758,2.665677346,2.763066725,-0.686794369,6,13
0.23736672,0.126597191,3.205061459,3.43886917,-1.038589455,6,14
0.282210187,0.1755093,3.969379964,4.398597382,-2.145970417,6,15
0.340388283,0.240600152,5.318236264,6.012638946,-2.643425214,6,16
0.416029071,0.327164417,6.735603949,7.815551754,-2.057611235,6,17
0.505595419,0.43369337,7.539019892,9.207294711,1.679779843,6,18
0.593662388,0.54836177,6.568783125,9.183308242,2.823519637,6,19
0.667668795,0.662156793,5.301515647,9.074778771,-1.142589509,6,20
0.734338138,0.782187996,5.329491352,10.12458531,-1.91809738,6,21
0.801326271,0.916075619,5.34619197,11.28895796,1.40818315,6,22
-0.111141233,-0.03190663,0.020293885,-0.006227734,-1.956782053,7,1
-0.103691619,-0.025160883,1.171514094,1.086147293,-1.07838025,7,2
-0.085202993,-0.008003045,1.790735862,1.66679031,-2.075158738,7,3
-0.054939471,0.020560977,3.05640004,2.914468496,-2.155449065,7,4
-0.008354559,0.06550024,4.401200846,4.290597184,2.262545383,7,5
0.038398037,0.111684866,3.100415818,3.132181647,2.252639845,7,6
0.069683956,0.144580596,1.922855558,2.156786439,-1.157537847,7,7
0.09930992,0.178343548,2.815822766,3.25144526,-0.286394134,7,8
0.136926896,0.223032757,3.204791914,3.911282856,-1.723435019,7,9
0.18427289,0.281091486,4.352335382,5.37458118,-0.561726638,7,10
0.241496161,0.353777191,4.790696781,6.26107607,1.783408677,7,11
0.296947198,0.431508357,4.099120074,6.210819684,-1.898104093,7,12
0.353865166,0.518382846,4.963241055,7.668192432,-0.339125642,7,13
0.416282257,0.619636981,4.999968756,8.534073169,0.46546777,7,14
0.476644829,0.730493078,4.645161649,9.215337548,2.056831363,7,15
0.529259075,0.848293319,3.777838102,9.66159603,-2.517495643,7,16
0.578305319,0.977263103,4.022984723,10.95970072,0.249581155,7,17
0.171751241,-0.029064015,-0.012613306,0.01980608,0.211963016,8,1
0.170437448,-0.030217355,-0.197482104,-0.204329868,0.591847433,8,2
0.165338221,-0.03564113,-0.618955208,-0.664962748,-2.461839258,8,3
0.166721138,-0.035269203,0.837150252,0.720428868,0.885950883,8,4
0.173322204,-0.030389302,0.221801508,0.064792387,0.831923697,8,5
0.172516063,-0.033384779,-0.350295788,-0.54381687,-0.056101332,8,6
0.167979969,-0.040639862,-0.377578125,-0.620732653,-2.615784105,8,7
0.172897913,-0.039249673,1.161612485,0.839489606,2.383391869,8,8
0.177713309,-0.038684859,-0.387498939,-0.744077271,-0.283163546,8,9
0.173528743,-0.047685632,-0.28500497,-0.701155179,0.958368402,8,10
0.165738541,-0.061053753,-0.963099404,-1.441986154,2.829053008,8,11
0.142242082,-0.090941037,-2.794093071,-3.343678704,-1.16159363,8,12
0.110960629,-0.13002995,-2.224999366,-2.934194749,-2.483969012,8,13
0.091154724,-0.160077113,-0.961601311,-1.898614695,1.867656698,8,14
0.070807787,-0.19337562,-2.287355804,-3.429395165,-2.175447344,8,15
0.048300388,-0.232139985,-1.333191279,-2.801455798,1.207330849,8,16
0.02561884,-0.275033951,-2.286940781,-4.061756644,0.825706409,8,17
-0.00735054,-0.3325016,-2.976699439,-5.134642708,2.431861843,8,18
-0.053152655,-0.407812898,-4.30768678,-6.890341557,-0.632302367,8,19
-0.10567306,-0.496722332,-4.09314457,-7.353433254,1.201203916,8,20
-0.15968049,-0.595797204,-4.511622717,-8.487321887,2.635259901,8,21
-0.220481807,-0.711044842,-5.156336885,-9.924042194,1.339009089,8,22
-0.284820832,-0.841588151,-5.1010362,-10.95871435,-2.445592185,8,23
-0.341221608,-0.981199328,-3.931478186,-11.41632882,-0.023525895,8,24
0.064140339,0.04766377,-0.004421427,0.040933393,1.925621741,9,1
0.057210733,0.04181445,-1.104139358,-0.977209426,-2.301776023,9,2
0.052819748,0.039258783,0.397607217,0.562526059,-0.95683136,9,3
0.06191876,0.050722405,1.059641332,1.27522746,2.327828933,9,4
0.066746435,0.05881903,-0.280948224,0.029322133,-2.054621376,9,5
0.071816749,0.068176296,1.090637945,1.467378582,0.247982866,9,6
0.085217213,0.086912702,1.058855262,1.540197979,2.929106215,9,7
0.088252219,0.096913783,-0.564675474,0.072068347,-2.389412458,9,8
0.09136523,0.108681334,1.059538614,1.808815204,-2.745504893,9,9
0.115977143,0.143448466,2.871214788,3.753902711,-0.545782327,9,10
0.154903338,0.194720772,3.358936189,4.463857881,-0.313256246,9,11
0.199140248,0.254594728,3.718574,5.130072954,2.637696941,9,12
0.238231945,0.314137194,2.566418385,4.440502207,0.746568221,9,13
0.269756218,0.372019379,2.481910341,4.837930433,2.700013935,9,14
0.294813806,0.43040383,1.551226923,4.539998809,1.437951135,9,15
0.312409963,0.489341835,1.270162395,4.908489434,-2.79111062,9,16
0.336972385,0.562465058,2.610455835,6.758314914,-0.617321609,9,17
0.371580108,0.653530175,2.900401302,7.806729685,1.593728905,9,18
0.404504094,0.754195109,2.367423393,8.32122649,-0.386459901,9,19
0.434144404,0.864486367,2.349274072,9.325251138,-1.762081539,9,20
0.464718032,0.988681395,2.503480179,10.53729512,-2.114655785,9,21
-0.025950399,-0.025418164,-0.044431853,0.023054199,1.451841075,10,1
-0.032414713,-0.031194287,-0.989241505,-0.947258682,-1.945915936,10,2
-0.037582707,-0.03621199,0.157997408,0.13809157,1.066016359,10,3
-0.040151163,-0.039294721,-0.568087724,-0.630611777,1.63784672,10,4
-0.053997851,-0.054195137,-1.648223744,-1.757023267,-1.081019679,10,5
-0.070984847,-0.073094863,-1.077409377,-1.279407237,2.765287274,10,6
-0.09575273,-0.10089433,-2.88239748,-3.17103594,1.908090719,10,7
-0.139713512,-0.149314124,-4.147324047,-4.583898836,2.200262534,10,8
-0.200254752,-0.216656447,-5.520276125,-6.190168217,1.715832095,10,9
-0.275398097,-0.302352361,-6.472355046,-7.51608716,-2.796053781,10,10
-0.347591721,-0.391512889,-5.119287038,-6.810382583,2.866305677,10,11
-0.419582081,-0.487969173,-6.3329611,-8.586178737,-1.809298734,10,12
-0.493166529,-0.595647717,-5.455181629,-8.680268624,2.344368341,10,13
-0.564789635,-0.712788465,-5.947712262,-10.03876436,-1.685875688,10,14
-0.633311745,-0.840816328,-5.019845491,-10.47579596,2.449362624,10,15
-0.696802226,-0.979551572,-5.092768396,-11.71116528,-1.090821784,10,16
-0.253975003,-0.017537267,0.025415599,0.046436916,2.351508796,11,1
-0.262964977,-0.026310188,-1.46270211,-1.44995894,0.215088012,11,2
-0.282318373,-0.045741295,-1.638969231,-1.668607107,-1.127505988,11,3
-0.298911883,-0.063182652,-1.023316966,-1.133798074,-2.77913814,11,4
-0.301725014,-0.068088157,0.567522378,0.340974575,0.061762569,11,5
-0.295671706,-0.065456878,0.402210192,0.082055318,-2.673853266,11,6
-0.281143998,-0.055647077,1.923215385,1.489555804,0.900325524,11,7
-0.261275084,-0.041637614,1.260873016,0.760989419,1.749340043,11,8
-0.252800451,-0.039687533,0.098189605,-0.444404051,-2.274782857,11,9
-0.243259659,-0.037391046,1.42629364,0.809286501,-0.036347124,11,10
-0.225779191,-0.027949692,1.373612445,0.706679332,-2.706181079,11,11
-0.198511983,-0.009388547,2.991967457,2.269113386,2.291849296,11,12
-0.17021596,0.009911436,1.544476581,0.833720538,0.229687604,11,13
-0.151748755,0.019600614,1.413568456,0.722216511,2.512993203,11,14
-0.143637528,0.019365341,-0.112454631,-0.755548493,-0.119789108,11,15
-0.144357709,0.01076506,-0.005675008,-0.625504833,1.967582334,11,16
-0.151933601,-0.004379522,-1.208474318,-1.802305468,-2.017383875,11,17
-0.159234624,-0.019248665,0.032665351,-0.588814718,-0.973811974,11,18
-0.155287767,-0.023288689,0.596265704,-0.061516761,-2.366880265,11,19
-0.138971838,-0.015510486,2.013856001,1.306329937,0.361221789,11,20
-0.115456168,-0.000949749,1.753648141,1.032086783,-2.400951457,11,21
-0.084318028,0.021062245,3.231164761,2.496874963,-2.838215383,11,22
